fold,fold_count,ratio,count,proportion
18,1530,0.5833333333333334,45,0.029411764705882353
18,1530,0.6,45,0.029411764705882353
18,1530,0.625,45,0.029411764705882353
18,1530,0.6363636363636364,45,0.029411764705882353
18,1530,0.6666666666666666,45,0.029411764705882353
18,1530,0.7,45,0.029411764705882353
18,1530,0.7142857142857143,45,0.029411764705882353
18,1530,0.7272727272727273,45,0.029411764705882353
18,1530,0.75,45,0.029411764705882353
18,1530,0.7777777777777778,45,0.029411764705882353
18,1530,0.8,45,0.029411764705882353
18,1530,0.8181818181818182,45,0.029411764705882353
18,1530,0.8333333333333334,45,0.029411764705882353
18,1530,0.8571428571428571,45,0.029411764705882353
18,1530,0.875,45,0.029411764705882353
18,1530,0.8888888888888888,45,0.029411764705882353
18,1530,0.9,45,0.029411764705882353
18,1530,0.9090909090909091,45,0.029411764705882353
18,1530,0.9166666666666666,45,0.029411764705882353
19,1530,0.18181818181818182,45,0.029411764705882353
19,1530,0.2222222222222222,45,0.029411764705882353
19,1530,0.2727272727272727,45,0.029411764705882353
19,1530,0.2857142857142857,45,0.029411764705882353
19,1530,0.3,45,0.029411764705882353
19,1530,0.36363636363636365,45,0.029411764705882353
19,1530,0.375,45,0.029411764705882353
19,1530,0.4,45,0.029411764705882353
19,1530,0.4166666666666667,45,0.029411764705882353
19,1530,0.42857142857142855,45,0.029411764705882353
19,1530,0.4444444444444444,45,0.029411764705882353
19,1530,0.45454545454545453,45,0.029411764705882353
19,1530,0.5454545454545454,45,0.029411764705882353
19,1530,0.5555555555555556,45,0.029411764705882353
19,1530,0.5714285714285714,45,0.029411764705882353
19,1530,0.5833333333333334,45,0.029411764705882353
19,1530,0.6,45,0.029411764705882353
19,1530,0.625,45,0.029411764705882353
19,1530,0.6363636363636364,45,0.029411764705882353
19,1530,0.6666666666666666,45,0.029411764705882353
19,1530,0.7,45,0.029411764705882353
19,1530,0.7142857142857143,45,0.029411764705882353
19,1530,0.7272727272727273,45,0.029411764705882353
19,1530,0.75,45,0.029411764705882353
19,1530,0.7777777777777778,45,0.029411764705882353
19,1530,0.8,45,0.029411764705882353
19,1530,0.8181818181818182,45,0.029411764705882353
19,1530,0.8333333333333334,45,0.029411764705882353
19,1530,0.8571428571428571,45,0.029411764705882353
19,1530,0.875,45,0.029411764705882353
19,1530,0.8888888888888888,45,0.029411764705882353
19,1530,0.9,45,0.029411764705882353
19,1530,0.9090909090909091,45,0.029411764705882353
19,1530,0.9166666666666666,45,0.029411764705882353
20,1530,0.18181818181818182,45,0.029411764705882353
20,1530,0.2222222222222222,45,0.029411764705882353
20,1530,0.2727272727272727,45,0.029411764705882353
20,1530,0.2857142857142857,45,0.029411764705882353
20,1530,0.3,45,0.029411764705882353
20,1530,0.36363636363636365,45,0.029411764705882353
20,1530,0.375,45,0.029411764705882353
20,1530,0.4,45,0.029411764705882353
20,1530,0.4166666666666667,45,0.029411764705882353
20,1530,0.42857142857142855,45,0.029411764705882353
20,1530,0.4444444444444444,45,0.029411764705882353
20,1530,0.45454545454545453,45,0.029411764705882353
20,1530,0.5454545454545454,45,0.029411764705882353
20,1530,0.5555555555555556,45,0.029411764705882353
20,1530,0.5714285714285714,45,0.029411764705882353
20,1530,0.5833333333333334,45,0.029411764705882353
20,1530,0.6,45,0.029411764705882353
20,1530,0.625,45,0.029411764705882353
20,1530,0.6363636363636364,45,0.029411764705882353
20,1530,0.6666666666666666,45,0.029411764705882353
20,1530,0.7,45,0.029411764705882353
20,1530,0.7142857142857143,45,0.029411764705882353
20,1530,0.7272727272727273,45,0.029411764705882353
20,1530,0.75,45,0.029411764705882353
20,1530,0.7777777777777778,45,0.029411764705882353
20,1530,0.8,45,0.029411764705882353
20,1530,0.8181818181818182,45,0.029411764705882353
20,1530,0.8333333333333334,45,0.029411764705882353
20,1530,0.8571428571428571,45,0.029411764705882353
20,1530,0.875,45,0.029411764705882353
20,1530,0.8888888888888888,45,0.029411764705882353
20,1530,0.9,45,0.029411764705882353
20,1530,0.9090909090909091,45,0.029411764705882353
20,1530,0.9166666666666666,45,0.029411764705882353
